capital-gain,capital-loss,educational-num,marital-status,workclass,education,occupation,race,native-country,Class-label,relationship,age,hours-per-week,gender,fnlwgt
65.3,-319.1,40.3,-33,45,-20,51,-15,2269,1,-379,3.5,35.1,1,87403.3
57.8,-275.6,35.9,-29,38,-18,46,-14,2109,0,-337,3.1,29.3,0,81146.3
60.4,-271.7,37.4,-31,40,-18,48,-14,2180,0,-351,2.9,31.5,0,83898.6
67.1,-312.5,41.4,-34,47,-21,52,-16,2352,1,-389,3.3,36.7,1,90532.3
64.0,-284.1,39.5,-33,44,-20,50,-15,2303,1,-371,3.4,34.1,1,88542.4
62.4,-262.2,38.6,-32,42,-19,49,-15,2202,1,-362,3.4,32.8,1,84677.4
66.4,-319.6,40.9,-34,46,-20,52,-16,2367,1,-385,3.4,36.2,1,90940.7
66.1,-320.5,40.8,-34,46,-20,52,-15,2356,1,-384,3.7,35.8,1,90685.8
61.0,-281.0,37.7,-31,41,-19,48,-15,2158,0,-355,3.1,32.0,0,83178.5
56.6,-255.7,35.2,-29,36,-17,46,-13,2024,0,-330,2.6,28.6,0,77967.0
63.9,-328.6,39.4,-33,43,-20,50,-15,2265,1,-371,3.5,34.1,1,87292.5
61.6,-284.9,38.1,-31,41,-19,49,-14,2193,0,-358,3.3,32.2,0,84457.2
64.0,-325.6,39.5,-32,44,-20,50,-15,2298,1,-371,3.0,34.2,1,88472.8
57.1,-260.8,35.5,-29,37,-17,46,-14,2057,0,-332,2.6,28.8,0,79174.6
60.1,-304.7,37.2,-31,40,-18,48,-14,2091,0,-349,3.0,31.2,0,80415.7
56.6,-278.4,35.1,-29,36,-17,46,-14,1996,0,-329,2.5,28.4,0,76946.1
63.9,-283.2,39.5,-33,44,-20,50,-15,2269,1,-371,3.6,34.1,1,87296.3
61.2,-273.8,37.9,-31,41,-19,49,-15,2157,0,-356,3.3,32.1,0,83167.8
62.4,-276.0,38.6,-32,42,-19,49,-15,2242,1,-362,3.1,32.8,1,86308.8
61.5,-299.5,38.0,-31,41,-19,49,-14,2192,0,-357,3.3,32.1,0,84415.2
59.6,-282.2,37.0,-30,39,-18,48,-14,2147,0,-347,3.0,30.7,0,82671.2
57.5,-275.0,35.7,-29,38,-17,46,-14,2029,0,-335,2.5,29.3,0,78278.6
61.8,-318.4,38.2,-32,41,-19,49,-14,2218,0,-359,3.0,32.5,0,85496.3
57.3,-251.8,35.6,-29,37,-17,46,-13,2059,0,-334,2.6,29.1,0,79237.6
70.1,-338.9,43.1,-35,50,-22,54,-16,2435,1,-406,4.3,38.5,1,93693.8
58.7,-317.0,36.4,-30,39,-18,47,-14,2078,0,-342,2.6,30.3,0,80017.3
61.4,-302.2,38.0,-31,41,-19,49,-15,2141,0,-357,2.8,32.3,0,82551.8
66.4,-337.0,40.9,-34,46,-20,52,-16,2430,1,-385,3.7,36.0,1,93514.2
67.7,-342.8,41.6,-34,47,-21,53,-16,2403,1,-392,3.8,36.7,1,92420.4
57.3,-276.7,35.6,-29,37,-17,46,-14,2074,0,-334,2.5,29.1,0,79932.4
58.2,-278.1,36.1,-30,38,-18,47,-14,2019,0,-339,2.4,30.0,0,77807.8
61.8,-340.3,38.2,-31,41,-19,49,-15,2221,0,-359,3.0,32.5,0,85478.2
61.7,-281.7,38.2,-31,41,-19,49,-15,2228,0,-358,3.2,32.3,0,85738.6
61.8,-267.6,38.2,-32,42,-19,49,-15,2180,0,-359,2.8,32.6,0,84015.5
60.2,-294.8,37.3,-31,40,-18,48,-14,2125,0,-350,2.8,31.3,0,81720.3
61.5,-298.6,38.0,-31,41,-19,49,-14,2185,0,-357,2.8,32.2,0,84002.9
70.6,-334.1,43.4,-36,50,-22,54,-17,2529,1,-409,4.0,39.1,1,97264.8
63.3,-302.1,39.1,-33,43,-19,50,-15,2227,1,-368,3.3,33.8,1,85738.5
61.3,-286.7,38.0,-31,41,-19,49,-15,2231,0,-357,3.2,32.2,0,85811.7
64.3,-306.5,39.7,-33,44,-20,50,-15,2304,1,-373,3.0,34.4,1,88625.6
57.7,-240.1,35.8,-29,38,-18,46,-14,2056,0,-336,2.7,29.4,0,79210.7
60.3,-297.0,37.3,-31,40,-18,48,-14,2103,0,-351,2.8,31.5,0,80957.6
59.2,-278.9,36.7,-31,39,-18,47,-14,2114,0,-345,2.5,30.9,0,81426.6
62.7,-299.0,38.7,-32,42,-19,49,-15,2216,1,-364,3.3,33.2,1,85385.3
64.5,-311.0,39.8,-32,44,-20,51,-15,2255,1,-374,3.3,34.2,1,86679.5
64.2,-321.4,39.6,-33,44,-20,50,-15,2305,1,-373,3.0,34.6,1,88728.8
77.3,-377.9,47.4,-39,57,-24,59,-18,2721,1,-447,4.7,44.3,1,104707.6
74.3,-344.9,45.6,-38,54,-23,57,-17,2619,1,-430,4.3,42.0,1,100767.7
61.7,-268.8,38.2,-32,41,-19,49,-15,2179,0,-359,3.1,32.4,0,83915.3
56.7,-284.2,35.2,-29,36,-17,46,-13,2016,0,-330,2.4,28.7,0,77714.3
64.4,-309.5,39.7,-33,44,-20,51,-15,2294,1,-374,3.6,34.3,1,88355.5
73.6,-326.7,45.1,-38,53,-23,56,-17,2605,1,-426,4.4,41.5,1,100293.5
65.7,-321.1,40.5,-33,45,-20,51,-15,2331,1,-381,3.5,35.4,1,89837.5
64.0,-313.1,39.5,-33,44,-20,50,-15,2278,1,-372,3.3,34.4,1,87690.4
64.3,-334.0,39.7,-33,44,-20,51,-15,2277,1,-373,3.1,34.3,1,87618.7
59.6,-283.9,37.0,-30,39,-18,48,-14,2123,0,-347,2.7,30.9,0,81738.1
59.3,-315.7,36.8,-30,39,-18,47,-14,2106,0,-345,2.9,30.5,0,81095.8
62.1,-313.8,38.4,-32,42,-19,49,-15,2207,0,-361,3.3,32.8,1,84969.1
58.6,-277.1,36.3,-30,38,-18,47,-14,2137,0,-341,2.7,30.0,0,82285.3
58.1,-280.5,36.0,-30,38,-18,47,-14,2075,0,-338,2.6,29.7,0,79918.4
71.9,-362.2,44.2,-37,52,-22,55,-17,2557,1,-416,4.1,40.2,1,98403.0
62.8,-319.5,38.8,-32,43,-19,50,-15,2246,1,-364,3.3,33.1,1,86462.4
61.1,-299.2,37.8,-31,41,-19,48,-15,2176,0,-355,2.8,32.1,0,83832.9
60.2,-279.8,37.3,-31,40,-18,48,-14,2142,0,-351,3.2,31.6,0,82450.4
58.3,-278.2,36.1,-30,38,-18,47,-14,2118,0,-339,2.6,29.7,0,81456.0
59.3,-273.7,36.7,-30,39,-18,47,-14,2117,0,-345,2.7,30.7,0,81388.2
59.1,-281.5,36.6,-30,39,-18,47,-14,2134,0,-343,2.7,30.4,0,82008.6
62.5,-291.4,38.7,-32,42,-19,49,-15,2267,1,-363,3.2,33.1,1,87296.7
70.1,-343.7,43.2,-36,50,-22,54,-16,2472,1,-406,4.3,38.8,1,95029.7
57.1,-284.9,35.4,-29,37,-17,46,-14,1960,0,-332,2.7,28.9,0,75590.2
63.6,-310.3,39.3,-33,43,-20,50,-15,2237,1,-370,3.4,34.1,1,86166.2
57.7,-297.0,35.8,-29,37,-18,46,-14,2020,0,-335,2.4,29.3,0,77943.7
68.9,-351.5,42.4,-35,48,-21,53,-16,2487,1,-399,4.0,37.7,1,95761.3
66.0,-319.7,40.7,-34,46,-20,52,-16,2321,1,-383,3.6,35.7,1,89325.2
62.0,-277.0,38.4,-32,42,-19,49,-15,2227,0,-360,2.9,32.7,0,85798.3
56.7,-279.7,35.2,-29,36,-17,46,-14,2041,0,-330,2.3,28.6,0,78526.4
64.9,-300.3,40.1,-33,45,-20,51,-15,2295,1,-377,3.1,34.9,1,88332.4
66.2,-336.2,40.8,-34,46,-20,52,-16,2293,1,-384,3.2,36.0,1,88294.2
61.1,-269.2,37.8,-31,41,-19,48,-15,2201,0,-356,2.7,32.2,0,84679.0
60.7,-293.4,37.6,-31,40,-19,48,-15,2182,0,-353,2.9,31.8,0,84015.5
63.2,-306.3,39.0,-32,43,-19,50,-15,2277,1,-367,2.9,33.4,1,87619.7
63.1,-293.2,39.0,-32,43,-19,50,-15,2233,1,-366,3.4,33.2,1,85983.8
60.2,-295.8,37.3,-31,40,-18,48,-14,2095,0,-350,3.0,31.5,0,80751.6
58.8,-291.1,36.4,-30,38,-18,47,-14,2055,0,-342,2.7,30.4,0,79145.9
59.3,-252.7,36.8,-30,39,-18,47,-14,2117,0,-345,2.8,30.6,0,81522.1
61.1,-298.3,37.8,-31,41,-19,48,-14,2212,0,-355,2.6,32.2,0,85210.9
62.9,-299.8,38.9,-32,43,-19,50,-15,2198,1,-365,3.6,33.1,1,84626.4
60.7,-302.6,37.5,-31,40,-19,48,-14,2120,0,-353,3.0,31.8,0,81650.6
57.4,-239.5,35.7,-29,37,-17,46,-14,1958,0,-335,2.7,29.2,0,75519.8
62.7,-292.9,38.8,-32,42,-19,50,-15,2191,1,-364,3.5,32.9,1,84427.9
61.0,-275.6,37.7,-31,41,-19,48,-14,2160,0,-355,3.0,32.0,0,83060.9
70.6,-322.8,43.4,-36,50,-22,55,-17,2465,1,-408,4.0,39.0,1,94820.7
69.6,-342.5,42.8,-36,49,-22,54,-16,2474,1,-404,3.8,38.6,1,95233.1
58.8,-276.5,36.4,-30,39,-18,47,-14,2132,0,-342,2.7,30.2,0,82021.6
60.1,-275.5,37.2,-31,40,-18,48,-14,2127,0,-350,2.9,31.2,0,82037.3
73.1,-319.6,44.9,-37,53,-23,56,-17,2525,1,-423,4.1,41.0,1,97142.3
68.8,-289.8,42.3,-35,48,-21,53,-16,2422,1,-398,3.7,37.6,1,93136.0
62.3,-289.0,38.5,-32,42,-19,49,-15,2241,1,-362,3.1,32.8,1,86292.7
56.6,-253.9,35.2,-29,36,-17,46,-14,2047,0,-330,2.9,28.4,0,78791.7
61.2,-320.5,37.9,-31,41,-19,48,-14,2167,0,-356,3.0,32.2,0,83398.1
58.6,-267.2,36.3,-30,38,-18,47,-14,2103,0,-341,2.9,30.0,0,80865.9
58.0,-269.5,36.0,-30,38,-18,46,-14,2086,0,-338,2.8,29.7,0,80398.3
63.2,-319.6,39.1,-33,43,-19,50,-15,2253,1,-368,3.3,33.8,1,86805.2
62.2,-268.6,38.4,-32,42,-19,49,-15,2215,1,-362,2.9,33.0,1,85309.9
70.2,-316.6,43.2,-36,50,-22,54,-16,2454,1,-407,3.8,39.1,1,94421.6
62.2,-315.2,38.5,-32,42,-19,49,-15,2230,1,-361,3.2,32.7,1,85915.8
62.5,-300.9,38.6,-32,42,-19,49,-15,2226,1,-363,2.9,33.2,1,85758.4
60.6,-285.8,37.5,-31,40,-19,48,-14,2111,0,-352,3.2,31.4,0,81400.7
65.8,-306.9,40.6,-33,46,-20,52,-16,2251,1,-382,3.4,35.5,1,86583.4
65.5,-302.1,40.4,-33,45,-20,51,-15,2323,1,-380,3.6,35.2,1,89468.1
64.8,-297.6,40.0,-33,44,-20,51,-15,2321,1,-376,3.4,34.7,1,89384.8
68.3,-321.4,42.1,-35,48,-21,53,-16,2441,1,-397,3.9,37.8,1,93895.8
63.3,-302.8,39.1,-32,43,-19,50,-15,2245,1,-368,3.3,33.8,1,86426.1
55.5,-272.8,34.5,-28,35,-17,45,-13,1918,0,-323,2.6,27.6,0,73903.2
60.9,-280.7,37.7,-31,41,-19,48,-14,2123,0,-354,2.9,31.7,0,81825.1
62.7,-280.3,38.8,-32,42,-19,50,-15,2219,1,-364,3.0,33.0,1,85381.2
60.2,-255.3,37.3,-31,40,-18,48,-14,2130,0,-351,3.0,31.5,0,82045.9
65.0,-303.8,40.1,-33,45,-20,51,-15,2322,1,-377,3.5,34.7,1,89316.2
65.6,-305.3,40.5,-34,45,-20,51,-16,2348,1,-381,3.4,35.6,1,90277.2
61.5,-291.0,38.1,-31,41,-19,49,-15,2192,0,-358,3.3,32.2,0,84312.8
58.3,-298.9,36.2,-30,38,-18,47,-14,2031,0,-340,2.6,29.9,0,78299.0
68.6,-335.3,42.2,-35,48,-21,53,-16,2465,1,-397,3.9,37.5,1,94911.4
58.9,-269.4,36.5,-30,39,-18,47,-14,2088,0,-342,2.9,30.2,0,80415.1
65.3,-304.2,40.3,-33,45,-20,51,-15,2318,1,-379,3.6,35.1,1,89280.7
57.7,-278.2,35.8,-30,38,-18,46,-14,2093,0,-336,2.9,29.6,0,80475.1
66.7,-313.0,41.1,-34,47,-21,52,-16,2348,1,-387,3.4,36.3,1,90365.9
63.4,-325.7,39.1,-33,43,-19,50,-15,2201,1,-369,3.0,34.0,1,84775.2
70.5,-342.0,43.4,-36,50,-22,54,-17,2483,1,-409,4.0,39.2,1,95601.1
59.2,-277.6,36.7,-30,39,-18,47,-14,2125,0,-344,2.7,30.5,0,81849.3
56.7,-259.5,35.2,-29,37,-17,46,-14,1969,0,-330,2.6,28.4,0,75875.1
67.5,-310.1,41.6,-34,47,-21,53,-16,2343,1,-391,3.6,36.8,1,90366.6
64.1,-327.1,39.6,-33,44,-20,50,-15,2213,1,-372,3.4,34.3,1,85344.4
64.3,-293.7,39.7,-33,44,-20,51,-15,2286,1,-373,3.5,34.1,1,87896.1
69.8,-311.0,43.0,-35,49,-22,54,-16,2461,1,-405,4.0,38.5,1,94764.2
62.0,-302.8,38.3,-32,42,-19,49,-15,2192,0,-361,3.6,32.7,1,84396.2
60.2,-293.6,37.3,-31,40,-18,48,-14,2121,0,-350,3.1,31.2,0,81672.6
63.4,-305.1,39.1,-32,43,-19,50,-15,2266,1,-368,3.1,33.8,1,87178.9
60.6,-263.1,37.5,-31,40,-19,48,-14,2165,0,-353,3.3,31.5,0,83311.3
67.0,-309.1,41.3,-34,47,-21,52,-16,2358,1,-388,3.6,36.3,1,90800.8
68.1,-325.5,41.9,-35,48,-21,53,-16,2398,1,-395,4.2,37.3,1,92196.2
57.5,-279.6,35.7,-29,37,-17,46,-14,2102,0,-335,2.4,29.4,0,80898.2
74.4,-351.0,45.6,-38,54,-23,57,-17,2630,1,-431,4.3,42.2,1,101212.5
62.8,-279.5,38.8,-32,42,-19,50,-15,2248,1,-365,3.1,33.5,1,86555.7
72.6,-341.9,44.6,-37,52,-23,56,-17,2552,1,-420,4.1,40.7,1,98121.9
62.8,-288.8,38.8,-32,43,-19,49,-15,2170,1,-365,3.5,33.5,1,83653.0
55.5,-242.6,34.5,-28,35,-17,45,-13,1980,0,-323,2.5,27.5,0,76222.4
68.5,-303.4,42.2,-35,48,-21,53,-16,2400,1,-397,3.9,37.6,1,92404.3
65.5,-292.0,40.4,-33,45,-20,51,-15,2310,1,-380,3.5,35.2,1,88914.3
70.4,-333.9,43.3,-36,50,-22,54,-17,2479,1,-407,3.8,38.9,1,95441.5
64.0,-303.8,39.5,-32,44,-20,50,-15,2222,1,-371,2.9,34.0,1,85599.0
67.1,-325.2,41.4,-34,47,-21,52,-16,2332,1,-389,3.4,36.4,1,89787.7
57.9,-264.5,35.9,-30,38,-18,47,-14,1994,0,-337,3.6,29.4,0,76871.4
60.6,-300.0,37.5,-31,40,-19,48,-14,2136,0,-352,3.0,31.4,0,82276.0
66.0,-289.8,40.7,-34,46,-20,52,-15,2361,1,-383,3.5,35.8,1,90852.2
66.4,-319.5,40.9,-34,46,-20,52,-16,2403,1,-385,3.2,36.1,1,92496.8
57.8,-273.2,35.8,-29,38,-18,46,-14,2051,0,-336,2.6,29.4,0,78963.7
58.5,-317.0,36.3,-30,38,-18,47,-14,2103,0,-340,2.9,30.0,0,80926.6
58.9,-286.9,36.5,-30,39,-18,47,-14,2069,0,-342,2.6,30.3,0,79554.4
61.6,-292.9,38.1,-32,41,-19,49,-15,2177,0,-358,3.1,32.4,0,83668.6
57.4,-261.0,35.6,-29,37,-17,46,-14,2034,0,-334,2.7,28.9,0,78371.2
59.0,-270.7,36.6,-30,39,-18,47,-14,2118,0,-343,3.0,30.4,0,81503.4
67.0,-323.1,41.3,-34,47,-21,52,-16,2407,1,-389,3.6,36.6,1,92532.7
59.3,-269.2,36.7,-30,39,-18,47,-14,2094,0,-345,3.2,30.4,0,80534.0
59.1,-273.6,36.6,-30,39,-18,47,-14,2101,0,-344,3.0,30.5,0,80914.1
63.2,-273.3,39.1,-32,43,-19,50,-15,2251,1,-368,3.4,33.7,1,86546.4
60.5,-287.3,37.5,-31,40,-18,48,-14,2136,0,-352,3.0,31.5,0,82305.4
58.3,-251.9,36.1,-30,38,-18,47,-14,2056,0,-339,3.0,29.8,0,79116.6
70.6,-330.7,43.5,-36,51,-22,55,-17,2522,1,-409,3.9,39.2,1,97005.1
60.9,-281.6,37.7,-31,41,-19,48,-15,2204,0,-354,2.8,31.7,0,84798.7
59.8,-266.4,37.1,-31,40,-18,48,-14,2207,0,-348,2.8,31.2,0,84992.5
67.5,-290.2,41.6,-34,47,-21,52,-16,2359,1,-391,3.6,36.8,1,90863.1
60.7,-289.5,37.6,-31,40,-19,48,-14,2128,0,-353,3.2,31.8,0,82003.3
63.4,-296.5,39.2,-32,43,-19,50,-15,2182,1,-368,3.2,33.7,1,84097.2
56.8,-266.4,35.2,-29,37,-17,46,-13,2041,0,-331,2.4,28.9,0,78583.4
67.8,-332.4,41.8,-35,48,-21,53,-16,2367,1,-394,3.7,37.2,1,91038.6
62.8,-313.1,38.8,-32,43,-19,50,-15,2235,1,-365,3.0,33.3,1,86135.2
62.1,-290.9,38.4,-32,42,-19,49,-15,2213,0,-361,3.1,32.9,1,85158.9
61.2,-272.9,37.9,-31,41,-19,49,-14,2216,0,-356,2.9,32.3,0,85296.0
57.1,-289.8,35.4,-29,37,-17,46,-14,2021,0,-332,2.4,28.9,0,77812.7
59.1,-276.8,36.6,-30,39,-18,47,-14,2083,0,-344,2.6,30.5,0,80343.5
71.9,-299.8,44.2,-37,52,-22,55,-17,2519,1,-416,4.0,40.2,1,96887.3
70.3,-307.9,43.3,-36,50,-22,54,-16,2465,1,-407,3.9,38.8,1,94887.9
59.1,-294.0,36.6,-30,39,-18,47,-14,2106,0,-344,2.9,30.5,0,81015.0
66.4,-282.2,41.0,-34,46,-20,52,-16,2361,1,-385,3.6,35.9,1,90901.0
54.7,-284.0,34.0,-28,35,-17,44,-13,1977,0,-318,2.1,26.9,0,75994.3
57.0,-258.3,35.4,-29,37,-17,46,-13,2011,0,-332,2.4,28.9,0,77479.1
62.3,-301.5,38.5,-32,42,-19,49,-14,2244,1,-362,3.1,32.8,1,86404.5
66.6,-312.6,41.0,-34,46,-21,52,-16,2328,1,-386,4.0,36.1,1,89683.8
57.3,-288.1,35.6,-29,37,-17,46,-14,2063,0,-334,2.5,29.1,0,79378.0
56.9,-284.1,35.3,-29,37,-17,46,-13,1996,0,-331,2.5,28.7,0,76904.6
69.0,-328.3,42.4,-35,49,-21,54,-16,2389,1,-399,4.2,37.7,1,91994.6
61.7,-311.2,38.2,-31,41,-19,49,-15,2185,0,-359,2.8,32.5,0,84094.9
61.7,-295.6,38.2,-31,41,-19,49,-15,2223,0,-358,3.0,32.3,0,85561.3
62.2,-298.9,38.5,-32,42,-19,49,-15,2187,1,-361,3.0,32.7,1,84329.2
70.1,-343.3,43.1,-36,50,-22,54,-17,2459,1,-406,3.6,38.8,1,94654.4
61.6,-273.3,38.1,-31,41,-19,49,-14,2188,0,-358,2.7,32.3,0,84158.2
80.9,-378.8,49.5,-41,61,-25,61,-19,2811,1,-467,4.9,47.1,1,108267.2
59.4,-298.1,36.8,-30,39,-18,47,-14,2123,0,-345,2.7,30.5,0,81728.8
60.5,-301.5,37.4,-31,40,-18,48,-14,2151,0,-352,2.9,31.6,0,82768.4
62.1,-290.5,38.4,-32,42,-19,49,-15,2179,0,-361,3.1,32.7,1,83949.7
63.9,-298.5,39.5,-33,44,-20,50,-15,2313,1,-371,3.1,34.4,1,89000.6
58.0,-296.0,36.0,-30,38,-18,46,-14,2090,0,-338,2.6,29.7,0,80418.8
65.1,-315.6,40.1,-33,45,-20,51,-15,2277,1,-378,3.5,35.0,1,87704.5
64.8,-274.6,40.0,-33,44,-20,51,-16,2256,1,-376,3.5,34.8,1,86876.6
59.7,-274.2,37.0,-30,39,-18,48,-14,2104,0,-347,2.6,30.8,0,80849.3
57.2,-261.9,35.5,-29,37,-17,46,-14,2053,0,-333,2.6,28.9,0,79135.2
71.2,-313.5,43.8,-36,51,-22,55,-17,2524,1,-412,4.2,39.5,1,97135.5
57.3,-259.7,35.6,-29,37,-17,46,-14,2087,0,-334,2.8,29.2,0,80381.5
62.5,-300.2,38.6,-32,42,-19,49,-15,2252,1,-363,3.0,33.0,1,86641.3
62.1,-302.1,38.4,-32,42,-19,49,-15,2211,0,-361,3.1,32.8,0,85173.3
63.2,-303.3,39.0,-32,43,-19,50,-15,2234,1,-367,3.2,33.5,1,85971.3
60.6,-282.6,37.6,-31,40,-19,48,-14,2183,0,-353,2.9,31.6,0,83961.1
57.9,-273.1,35.9,-30,38,-18,46,-14,2039,0,-337,2.7,29.5,0,78547.2
59.9,-272.1,37.1,-31,40,-18,48,-14,2154,0,-348,3.0,31.1,0,82923.3
63.0,-318.8,38.9,-32,43,-19,50,-15,2249,1,-365,3.4,33.1,1,86637.8
59.4,-290.2,36.8,-30,39,-18,47,-14,2096,0,-345,2.7,30.5,0,80725.1
57.4,-273.3,35.6,-29,37,-17,46,-13,2060,0,-334,2.7,29.3,0,79333.9
57.6,-282.1,35.7,-30,38,-18,46,-14,2042,0,-336,2.6,29.5,0,78570.7
59.4,-261.8,36.8,-30,39,-18,47,-14,2042,0,-345,2.7,30.7,0,78731.9
62.5,-296.1,38.6,-32,42,-19,49,-15,2199,1,-363,3.5,33.1,1,84617.5
65.1,-335.4,40.2,-33,45,-20,51,-15,2312,1,-378,3.7,35.0,1,89071.8
58.4,-278.4,36.2,-30,38,-18,47,-14,2083,0,-340,2.6,30.1,0,80229.9
58.5,-274.4,36.3,-30,38,-18,47,-14,2087,0,-340,2.9,29.9,0,80348.5
67.3,-321.9,41.5,-34,47,-21,53,-16,2430,1,-390,3.9,36.4,1,93538.0
63.4,-288.3,39.2,-32,43,-19,50,-15,2234,1,-369,3.2,33.8,1,86118.4
62.1,-276.8,38.4,-32,42,-19,49,-15,2216,0,-361,3.0,33.0,1,85320.0
62.1,-292.1,38.4,-32,42,-19,49,-15,2163,0,-361,3.1,32.8,1,83355.6
61.2,-303.6,37.9,-31,41,-19,49,-14,2185,0,-356,3.5,32.1,0,84118.7
60.4,-295.0,37.4,-31,40,-18,48,-14,2192,0,-351,2.9,31.4,0,84351.4
63.8,-303.4,39.4,-33,43,-20,50,-15,2222,1,-371,3.1,34.1,1,85645.4
59.1,-285.8,36.6,-30,39,-18,47,-14,2135,0,-344,2.9,30.6,0,82149.2
65.6,-294.9,40.5,-33,45,-20,51,-16,2321,1,-381,3.7,35.4,1,89403.0
63.0,-280.5,38.9,-32,43,-19,50,-15,2213,1,-366,3.3,33.4,1,85130.9
66.1,-319.3,40.8,-34,46,-20,52,-16,2374,1,-384,4.1,35.6,1,91408.6
64.2,-317.8,39.6,-32,44,-20,51,-15,2343,1,-372,3.7,34.0,1,90125.5
57.0,-268.5,35.4,-29,37,-17,46,-14,2004,0,-332,2.8,28.7,0,77184.9
65.0,-299.4,40.1,-33,45,-20,51,-15,2308,1,-377,3.3,34.7,1,88911.1
62.4,-315.1,38.6,-32,42,-19,49,-15,2253,1,-363,3.4,32.9,1,86814.6
60.1,-298.8,37.2,-31,40,-18,48,-14,2118,0,-349,3.0,31.0,0,81659.1
60.4,-281.9,37.4,-31,40,-18,48,-14,2191,0,-351,3.1,31.4,0,84317.8
61.0,-292.8,37.8,-31,41,-19,48,-14,2202,0,-355,2.8,32.0,0,84808.2
59.5,-257.2,36.9,-31,39,-18,47,-14,2131,0,-346,2.7,30.9,0,82092.0
57.2,-293.5,35.5,-29,37,-17,46,-14,2015,0,-333,2.4,29.0,0,77531.7
67.6,-319.1,41.7,-34,47,-21,53,-16,2424,1,-392,3.8,36.8,1,93208.1
62.8,-300.5,38.8,-32,42,-19,50,-15,2222,1,-364,3.5,33.1,1,85457.6
57.3,-264.8,35.6,-29,37,-17,46,-14,1992,0,-334,2.5,29.1,0,76864.0
60.7,-298.0,37.6,-31,40,-19,48,-14,2207,0,-353,2.9,31.6,0,84919.6
65.6,-312.8,40.5,-33,45,-20,51,-15,2309,1,-381,3.3,35.4,1,88829.3
59.4,-267.3,36.8,-30,39,-18,47,-14,2077,0,-346,3.1,30.7,0,80052.0
66.4,-308.7,40.9,-34,46,-20,52,-16,2349,1,-385,3.6,36.0,1,90411.5
68.0,-334.5,41.9,-35,48,-21,53,-16,2392,1,-394,3.5,37.2,1,92096.2
63.4,-341.5,39.1,-32,43,-19,50,-15,2249,1,-368,3.2,33.7,1,86566.9
68.6,-335.9,42.2,-35,48,-21,53,-16,2439,1,-397,3.9,37.5,1,93851.8
63.8,-319.5,39.4,-33,43,-20,50,-15,2245,1,-371,3.5,34.1,1,86465.4
61.7,-262.4,38.2,-32,41,-19,49,-14,2147,0,-359,3.4,32.4,0,82648.8
56.7,-261.8,35.2,-29,37,-17,46,-13,1981,0,-330,2.2,28.9,0,76350.1
57.5,-282.4,35.7,-29,37,-17,46,-14,2054,0,-335,2.5,29.3,0,79077.3
66.7,-319.0,41.1,-34,46,-21,52,-16,2358,1,-387,3.5,36.2,1,90807.9
57.8,-274.7,35.9,-30,38,-18,46,-14,2072,0,-337,2.8,29.6,0,79813.0
65.5,-320.9,40.4,-33,45,-20,51,-16,2311,1,-380,3.7,35.3,1,89049.5
59.6,-304.2,36.9,-30,39,-18,48,-14,2149,0,-346,2.9,30.8,0,82589.4
57.3,-281.0,35.6,-29,37,-17,46,-14,2042,0,-334,2.6,29.1,0,78641.7
61.9,-292.7,38.3,-32,41,-19,49,-15,2228,0,-360,2.8,32.7,0,85833.3
56.5,-286.5,35.1,-29,36,-17,46,-13,1977,0,-329,2.4,28.4,0,76009.4
63.8,-299.1,39.4,-33,43,-20,50,-15,2328,1,-371,3.1,34.1,1,89453.0
57.5,-274.9,35.7,-30,37,-17,46,-14,2031,0,-335,2.5,29.5,0,78199.6
63.3,-293.5,39.1,-32,43,-19,50,-15,2236,1,-367,3.3,33.6,1,86108.8
61.8,-316.7,38.2,-32,41,-19,49,-15,2207,0,-360,3.6,32.6,0,84986.7
60.5,-293.6,37.4,-31,40,-18,48,-14,2160,0,-352,2.8,31.8,0,83095.9
73.7,-366.2,45.3,-37,53,-23,56,-17,2566,1,-426,4.3,41.5,1,98782.8
57.4,-271.7,35.6,-29,37,-17,46,-14,2078,0,-334,2.4,29.1,0,80053.6
63.2,-294.3,39.0,-32,43,-19,50,-15,2249,1,-367,3.3,33.6,1,86637.3
63.0,-315.0,38.9,-32,43,-19,50,-15,2249,1,-366,3.1,33.3,1,86610.2
60.0,-295.6,37.2,-31,40,-18,48,-14,2178,0,-349,2.7,31.4,0,83850.7
64.1,-325.5,39.6,-33,44,-20,51,-15,2295,1,-372,3.7,34.1,1,88278.0
57.4,-289.8,35.6,-29,37,-17,46,-14,2088,0,-334,2.5,29.0,0,80314.6
60.7,-271.2,37.6,-31,40,-19,48,-14,2160,0,-353,3.0,31.7,0,83187.8
62.9,-294.1,38.9,-32,42,-19,50,-15,2198,1,-365,3.2,33.2,1,84642.5
58.6,-259.2,36.3,-30,38,-18,47,-14,2090,0,-341,2.8,30.2,0,80520.4
56.9,-264.5,35.4,-29,37,-17,46,-13,2045,0,-332,2.6,28.8,0,78721.1
60.6,-257.3,37.5,-31,40,-19,48,-15,2239,0,-353,3.0,31.7,0,86141.5
63.0,-284.5,38.9,-32,43,-19,50,-15,2225,1,-367,3.1,33.7,1,85687.5
63.2,-292.9,39.1,-32,43,-19,50,-15,2229,1,-367,3.5,33.3,1,85746.9
59.6,-261.6,36.9,-30,39,-18,48,-14,2150,0,-346,2.8,30.8,0,82758.9
