race,male,fam_inc,tier,fulltime,lsat,ugpa,decile1b,decile3,zgpa,zfygpa,pass_bar
1,0,4,4,2,45.6,2.2,6.2,5.8,0.67,0.77,0
1,0,3,1,1,22.7,2.2,6.3,5.7,0.66,0.78,0
1,0,2,2,1,23.8,2.3,6.3,5.6,0.63,0.75,0
0,1,6,8,2,69.1,2.4,6.3,5.3,0.57,0.7,1
0,0,2,3,1,21.6,2.4,6.3,5.4,0.6,0.7,0
1,1,6,8,2,65.1,2.3,6.3,5.7,0.64,0.75,0
1,0,2,2,1,25.4,2.3,6.3,5.6,0.64,0.77,0
1,0,3,0,1,26.0,2.3,6.3,5.6,0.65,0.77,0
0,0,2,3,1,23.2,2.3,6.3,5.6,0.63,0.75,0
1,1,6,8,2,66.2,2.2,6.3,5.7,0.65,0.77,0
1,1,7,12,2,82.6,2.3,6.3,5.6,0.64,0.77,1
1,1,5,6,2,55.1,2.3,6.3,5.5,0.63,0.75,0
0,0,2,2,1,24.4,2.3,6.3,5.4,0.61,0.75,0
0,0,3,3,2,33.9,2.3,6.3,5.5,0.63,0.75,0
1,0,3,3,1,29.2,2.2,6.2,5.9,0.68,0.78,0
1,0,2,3,1,20.0,2.4,6.3,5.4,0.6,0.73,0
0,0,2,8,1,20.0,2.4,6.3,5.4,0.6,0.73,0
1,0,4,6,2,47.0,2.2,6.2,5.8,0.68,0.8,0
1,1,5,8,2,53.9,2.1,6.2,6.1,0.73,0.81,0
1,0,4,5,2,46.1,2.3,6.3,5.5,0.64,0.77,0
1,1,6,10,2,72.8,2.1,6.3,5.9,0.69,0.8,1
1,0,3,0,1,26.0,2.1,6.3,6.0,0.71,0.82,0
0,0,2,1,1,21.3,2.4,6.3,5.3,0.58,0.72,0
1,0,2,2,1,24.6,2.3,6.3,5.5,0.63,0.78,0
1,1,7,9,2,84.5,2.3,6.3,5.7,0.65,0.75,1
1,0,2,2,1,21.3,2.3,6.3,5.7,0.66,0.77,0
1,0,2,1,1,22.4,2.1,6.3,6.1,0.72,0.81,0
1,0,2,1,1,23.2,2.4,6.3,5.2,0.58,0.74,0
1,0,3,5,1,29.0,2.3,6.3,5.6,0.65,0.78,0
0,0,2,2,1,29.8,2.4,6.3,5.4,0.6,0.74,0
0,0,2,1,1,24.9,2.2,6.3,5.6,0.66,0.78,0
1,0,4,8,2,44.5,2.2,6.3,5.9,0.7,0.79,0
1,0,3,0,1,28.2,2.3,6.3,5.7,0.65,0.75,0
0,0,2,2,1,23.0,2.2,6.3,5.6,0.65,0.79,0
1,0,2,0,1,21.5,2.3,6.2,5.7,0.64,0.72,0
0,1,4,5,2,48.2,2.3,6.3,5.6,0.64,0.76,0
0,1,4,6,2,53.2,2.4,6.3,5.2,0.57,0.73,0
1,0,2,3,1,22.1,2.2,6.3,5.7,0.66,0.79,0
1,0,2,2,1,25.3,2.3,6.3,5.5,0.63,0.76,0
1,0,3,1,1,29.0,2.4,6.2,5.4,0.59,0.71,0
0,0,3,2,1,24.0,2.3,6.3,5.5,0.63,0.76,0
0,0,4,6,2,43.2,2.4,6.3,5.3,0.59,0.73,0
1,0,3,2,1,31.8,2.3,6.3,5.6,0.64,0.77,0
1,0,3,3,1,23.7,2.2,6.3,5.8,0.69,0.81,0
1,0,3,5,1,25.4,2.2,6.3,5.7,0.66,0.77,0
1,0,3,2,2,37.1,2.2,6.3,5.7,0.65,0.77,0
1,0,1,2,1,19.1,2.4,6.3,5.3,0.6,0.76,0
1,0,3,2,1,25.1,2.2,6.2,5.9,0.67,0.74,0
1,1,5,8,2,63.2,2.3,6.2,5.5,0.62,0.74,0
1,0,3,2,1,25.5,2.4,6.3,5.5,0.6,0.7,0
1,0,4,5,2,45.1,2.2,6.2,5.7,0.65,0.78,0
1,0,2,3,1,24.1,2.3,6.3,5.6,0.63,0.75,0
0,1,4,4,2,51.0,2.4,6.3,5.3,0.58,0.73,0
1,0,3,3,2,37.6,2.4,6.3,5.2,0.57,0.73,0
0,1,4,5,2,50.5,2.3,6.3,5.7,0.64,0.73,0
1,0,3,0,1,24.7,2.3,6.2,5.6,0.63,0.75,0
1,0,2,3,1,23.6,2.2,6.3,5.9,0.7,0.81,0
1,0,2,2,1,22.8,2.2,6.3,5.7,0.67,0.79,0
1,1,7,14,2,87.7,2.2,6.3,5.8,0.67,0.78,1
1,1,6,10,2,73.7,2.1,6.2,6.1,0.72,0.82,1
0,0,2,2,1,21.9,2.5,6.3,5.2,0.55,0.7,0
1,0,2,1,1,30.5,2.2,6.3,5.8,0.66,0.75,0
0,0,4,8,2,38.8,2.3,6.3,5.4,0.61,0.75,0
1,0,3,2,2,34.5,2.3,6.3,5.5,0.62,0.76,0
1,0,2,1,1,23.0,2.2,6.2,5.9,0.69,0.8,0
1,1,5,9,2,63.7,2.3,6.3,5.5,0.63,0.78,0
0,0,2,2,1,21.1,2.3,6.3,5.6,0.62,0.73,0
0,0,2,4,1,20.9,2.4,6.3,5.4,0.6,0.74,0
1,0,2,1,1,24.4,2.3,6.3,5.6,0.64,0.76,0
0,0,3,7,1,33.7,2.3,6.3,5.5,0.63,0.76,0
1,0,2,2,1,24.3,2.2,6.3,5.8,0.68,0.79,0
1,0,2,1,1,20.9,2.3,6.3,5.6,0.64,0.77,0
1,0,4,5,2,45.4,2.2,6.3,5.9,0.68,0.79,0
1,0,3,1,1,26.8,2.3,6.3,5.6,0.64,0.77,0
1,0,2,5,1,23.5,2.3,6.3,5.5,0.63,0.77,0
1,0,3,4,2,37.5,2.2,6.3,5.8,0.67,0.78,0
1,0,3,2,1,22.6,2.3,6.3,5.5,0.61,0.72,0
1,0,2,2,1,25.3,2.2,6.3,5.7,0.67,0.78,0
1,0,2,1,1,24.5,2.2,6.3,5.7,0.66,0.76,0
1,0,2,1,1,22.3,2.3,6.2,5.6,0.64,0.76,0
1,0,3,3,1,28.7,2.3,6.3,5.7,0.65,0.77,0
1,0,3,2,2,36.5,2.2,6.3,5.8,0.67,0.78,0
1,0,3,2,1,29.7,2.2,6.3,5.9,0.7,0.81,0
1,0,2,1,1,25.7,2.2,6.3,5.8,0.66,0.77,0
1,1,4,7,2,47.9,2.2,6.3,5.7,0.66,0.77,0
1,1,5,10,2,68.1,2.2,6.3,5.7,0.66,0.77,0
1,0,4,6,2,47.3,2.4,6.3,5.4,0.6,0.73,0
1,1,5,9,2,61.9,2.3,6.3,5.6,0.63,0.76,0
1,0,2,1,1,21.7,2.3,6.3,5.5,0.64,0.77,0
0,0,2,1,1,21.5,2.4,6.3,5.4,0.61,0.74,0
1,0,3,3,1,33.2,2.2,6.3,5.7,0.66,0.79,0
1,1,5,7,2,58.2,2.3,6.4,5.5,0.62,0.75,0
1,0,2,4,1,23.6,2.3,6.3,5.7,0.65,0.76,0
1,0,2,2,1,20.4,2.3,6.2,5.5,0.62,0.74,0
0,0,3,3,1,25.5,2.4,6.2,5.5,0.61,0.72,0
0,0,2,4,1,22.2,2.4,6.3,5.2,0.57,0.71,0
1,0,2,3,1,23.7,2.3,6.2,5.4,0.61,0.75,0
1,1,4,10,2,50.0,2.3,6.2,5.7,0.65,0.75,0
1,0,3,2,1,31.7,2.3,6.3,5.7,0.65,0.74,0
1,0,3,5,2,37.8,2.3,6.2,5.6,0.64,0.76,0
1,0,4,6,2,46.4,2.3,6.3,5.6,0.63,0.74,0
0,1,6,10,2,60.6,2.2,6.3,5.7,0.65,0.76,0
1,0,2,1,1,20.8,2.2,6.3,5.7,0.67,0.79,0
1,0,4,3,2,40.4,2.3,6.3,5.6,0.63,0.74,0
1,0,3,3,1,25.5,2.0,6.3,6.4,0.76,0.84,0
1,0,4,7,2,47.1,2.2,6.2,6.0,0.71,0.81,0
1,1,4,5,2,50.6,2.2,6.3,5.7,0.66,0.76,0
1,0,3,2,2,34.3,2.2,6.3,5.9,0.68,0.77,0
1,0,3,5,2,38.9,2.1,6.3,6.1,0.73,0.82,0
1,1,5,8,2,53.3,2.3,6.2,5.6,0.64,0.76,0
0,1,6,9,2,65.4,2.3,6.3,5.5,0.62,0.75,0
1,0,4,7,2,40.4,2.3,6.3,5.5,0.63,0.78,0
1,1,4,7,2,49.5,2.2,6.3,5.8,0.67,0.77,0
0,0,4,5,2,44.8,2.3,6.3,5.5,0.63,0.75,0
1,0,3,2,1,27.0,2.4,6.3,5.5,0.59,0.69,0
1,1,7,10,2,79.2,2.4,6.3,5.4,0.6,0.72,1
0,0,3,5,1,23.3,2.4,6.3,5.2,0.57,0.72,0
1,0,2,0,1,23.3,2.2,6.3,5.8,0.67,0.78,0
1,0,2,1,1,17.9,2.2,6.3,5.7,0.66,0.79,0
1,0,3,3,1,24.4,2.2,6.3,5.6,0.65,0.77,0
1,1,5,6,2,52.4,2.2,6.3,5.9,0.68,0.77,0
0,0,2,1,1,23.2,2.4,6.3,5.2,0.56,0.7,0
0,0,2,3,1,21.4,2.3,6.2,5.4,0.61,0.75,0
1,0,3,0,1,24.8,2.4,6.3,5.3,0.58,0.72,0
1,1,7,9,2,83.4,2.1,6.2,5.9,0.7,0.81,1
0,0,3,2,1,27.1,2.3,6.2,5.5,0.62,0.75,0
1,0,3,2,1,24.8,2.4,6.3,5.2,0.57,0.73,0
1,0,2,2,1,24.5,2.4,6.3,5.3,0.58,0.7,0
1,0,3,3,1,24.3,2.1,6.3,6.0,0.71,0.82,0
1,0,3,6,1,35.5,2.2,6.3,5.9,0.68,0.79,0
1,1,5,8,2,61.9,2.2,6.3,5.8,0.66,0.74,0
1,0,3,1,1,22.6,2.4,6.3,5.5,0.6,0.72,0
1,1,5,10,2,52.5,2.3,6.3,5.6,0.64,0.77,0
0,0,2,4,1,24.4,2.1,6.3,6.0,0.7,0.81,0
1,0,4,3,2,37.5,2.4,6.3,5.3,0.57,0.7,0
1,1,6,11,2,75.9,2.2,6.2,5.8,0.67,0.77,1
1,0,2,2,1,21.4,2.3,6.3,5.8,0.65,0.74,0
1,0,2,3,1,23.2,2.3,6.3,5.6,0.65,0.78,0
0,0,2,1,1,22.9,2.4,6.4,5.3,0.6,0.75,0
1,0,2,5,1,23.4,2.3,6.3,5.5,0.62,0.75,0
1,0,2,1,1,24.7,2.4,6.3,5.4,0.6,0.74,0
1,0,2,3,1,26.5,2.4,6.3,5.3,0.59,0.74,0
1,0,2,4,1,20.5,2.2,6.3,5.8,0.68,0.79,0
0,1,5,9,2,55.1,2.4,6.3,5.4,0.6,0.74,0
1,0,3,3,1,25.7,2.3,6.3,5.5,0.62,0.74,0
1,0,2,0,1,19.6,2.3,6.2,5.4,0.61,0.75,0
1,0,2,5,1,22.0,2.2,6.3,5.7,0.65,0.78,0
1,0,3,8,1,36.0,2.2,6.3,5.7,0.66,0.77,0
1,0,2,3,1,21.5,2.2,6.2,5.7,0.67,0.78,0
0,1,5,6,2,50.6,2.3,6.2,5.5,0.63,0.76,0
1,0,4,4,2,42.1,2.3,6.3,5.6,0.64,0.76,0
0,0,4,6,2,45.2,2.4,6.3,5.3,0.58,0.71,0
1,1,5,10,2,59.5,2.2,6.2,5.8,0.67,0.76,0
1,0,2,3,1,22.3,2.3,6.3,5.6,0.65,0.76,0
1,0,2,4,1,23.2,2.3,6.3,5.6,0.62,0.73,0
1,0,2,1,1,21.7,2.3,6.3,5.4,0.62,0.77,0
1,1,5,7,2,56.4,2.2,6.3,5.8,0.67,0.79,0
1,1,5,5,2,48.7,2.2,6.3,5.8,0.69,0.8,0
1,1,4,6,2,53.6,2.2,6.3,5.9,0.69,0.79,0
1,0,3,1,1,24.7,2.3,6.2,5.6,0.63,0.72,0
1,0,2,0,1,23.2,2.3,6.3,5.4,0.6,0.73,0
1,0,4,3,2,42.3,2.2,6.3,5.7,0.66,0.78,0
0,0,3,5,1,25.5,2.4,6.3,5.4,0.6,0.73,0
0,0,3,2,1,24.1,2.4,6.3,5.3,0.59,0.74,0
1,0,3,2,1,30.6,2.2,6.2,5.7,0.66,0.76,0
1,0,3,2,1,25.7,2.3,6.3,5.7,0.64,0.72,0
1,0,2,2,1,22.3,2.1,6.3,6.0,0.7,0.77,0
1,1,5,4,2,47.1,2.2,6.3,5.8,0.68,0.79,0
1,0,2,3,1,22.7,2.3,6.2,5.6,0.64,0.77,0
0,0,2,2,1,18.9,2.5,6.3,5.2,0.55,0.68,0
0,0,2,2,1,22.8,2.2,6.3,5.7,0.65,0.78,0
1,1,5,5,2,52.2,2.2,6.3,5.7,0.65,0.77,0
1,0,2,2,1,22.7,2.2,6.3,5.7,0.67,0.8,0
1,0,2,1,1,22.7,2.3,6.2,5.6,0.63,0.74,0
1,0,2,2,1,21.7,2.3,6.2,5.6,0.65,0.78,0
0,0,2,1,1,28.1,2.3,6.2,5.5,0.61,0.72,0
1,0,2,5,1,23.3,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,21.3,2.4,6.3,5.5,0.62,0.75,0
1,0,4,5,2,41.1,2.3,6.3,5.5,0.62,0.75,0
1,0,2,2,1,23.0,2.3,6.3,5.6,0.63,0.75,0
0,0,3,5,1,33.8,2.5,6.3,5.1,0.54,0.7,0
1,0,2,1,1,22.2,2.3,6.3,5.7,0.65,0.73,0
1,0,3,5,2,36.1,2.2,6.3,5.7,0.66,0.79,0
1,0,4,5,2,46.6,2.3,6.3,5.5,0.61,0.73,0
1,0,4,6,2,42.0,2.2,6.2,5.8,0.67,0.78,0
1,0,2,4,1,25.6,2.4,6.2,5.4,0.6,0.73,0
0,1,6,10,2,67.2,2.4,6.3,5.3,0.6,0.74,0
1,0,3,2,1,27.3,2.2,6.3,5.7,0.66,0.78,0
0,0,4,3,2,41.7,2.2,6.3,5.7,0.66,0.78,0
1,0,3,2,1,22.4,2.3,6.3,5.5,0.62,0.73,0
1,0,3,3,1,26.0,2.3,6.3,5.6,0.64,0.76,0
0,0,2,1,1,23.7,2.3,6.3,5.5,0.62,0.74,0
1,1,8,13,2,90.5,2.2,6.3,5.9,0.7,0.81,1
1,0,2,1,1,26.3,2.3,6.3,5.5,0.62,0.75,0
1,0,4,5,2,46.5,2.2,6.3,5.7,0.66,0.78,0
1,0,2,4,1,20.8,2.3,6.3,5.5,0.62,0.76,0
0,0,3,4,2,37.1,2.4,6.3,5.5,0.61,0.75,0
1,0,2,1,1,22.8,2.4,6.3,5.4,0.59,0.7,0
1,0,3,1,2,32.7,2.4,6.3,5.4,0.6,0.74,0
1,1,4,3,2,48.5,2.2,6.2,5.8,0.67,0.8,0
1,0,3,2,1,25.8,2.2,6.2,5.8,0.67,0.78,0
1,0,3,5,2,41.0,2.3,6.2,5.5,0.62,0.76,0
1,0,2,5,1,25.0,2.3,6.3,5.5,0.62,0.73,0
0,0,3,0,1,24.5,2.3,6.2,5.7,0.65,0.76,0
1,1,6,8,2,77.5,2.3,6.3,5.6,0.63,0.73,1
1,1,4,7,2,51.2,2.3,6.3,5.5,0.62,0.76,0
1,0,4,7,2,46.8,2.3,6.3,5.5,0.62,0.74,0
0,0,3,7,1,36.1,2.4,6.3,5.3,0.58,0.71,0
1,1,7,11,2,80.6,2.3,6.3,5.5,0.62,0.76,1
1,0,3,1,1,25.0,2.3,6.3,5.5,0.62,0.74,0
1,1,5,8,2,60.3,2.3,6.3,5.5,0.62,0.74,0
1,0,3,0,1,22.1,2.2,6.2,5.8,0.67,0.77,0
1,0,3,5,1,24.4,2.2,6.3,5.8,0.67,0.77,0
0,1,6,10,2,67.7,2.3,6.3,5.6,0.64,0.76,0
1,0,2,2,1,20.1,2.3,6.3,5.5,0.63,0.77,0
1,1,9,19,2,114.3,2.3,6.2,5.6,0.63,0.74,1
1,0,3,3,2,33.9,2.2,6.3,5.7,0.65,0.75,0
0,0,3,1,1,26.4,2.4,6.3,5.4,0.58,0.69,0
0,0,2,1,1,22.4,2.4,6.3,5.4,0.6,0.73,0
1,0,3,2,1,30.1,2.3,6.3,5.5,0.62,0.72,0
0,0,2,2,1,22.8,2.3,6.3,5.5,0.61,0.71,0
1,0,3,5,1,32.1,2.3,6.3,5.5,0.62,0.76,0
1,0,2,4,1,28.2,2.3,6.3,5.6,0.65,0.78,0
1,0,3,8,2,40.5,2.3,6.3,5.6,0.63,0.75,0
1,0,2,3,1,22.3,2.3,6.3,5.4,0.61,0.76,0
1,0,2,1,1,23.2,2.3,6.3,5.5,0.63,0.76,0
1,1,8,11,2,95.8,2.1,6.3,6.0,0.7,0.78,1
1,1,6,4,2,68.2,2.2,6.2,5.9,0.68,0.75,0
1,0,4,2,2,39.7,2.2,6.3,5.8,0.66,0.76,0
1,0,2,3,1,24.3,2.3,6.3,5.6,0.64,0.76,0
1,0,3,6,1,27.3,2.3,6.3,5.6,0.62,0.71,0
1,0,4,4,2,38.2,2.2,6.3,5.6,0.66,0.79,0
0,0,3,2,2,33.9,2.4,6.3,5.3,0.58,0.73,0
1,0,2,2,1,24.6,2.4,6.3,5.3,0.6,0.75,0
1,1,5,5,2,52.6,2.2,6.2,5.8,0.68,0.78,0
1,0,2,4,1,24.5,2.4,6.3,5.3,0.58,0.73,0
1,0,2,6,1,24.2,2.2,6.3,5.7,0.67,0.79,0
1,0,2,1,1,23.6,2.2,6.3,5.8,0.69,0.8,0
1,0,2,4,1,25.0,2.4,6.3,5.3,0.58,0.73,0
1,0,2,1,1,20.3,2.3,6.3,5.6,0.64,0.76,0
1,0,3,4,1,34.4,2.4,6.3,5.4,0.6,0.75,0
1,0,2,2,1,22.4,2.2,6.3,5.7,0.66,0.76,0
1,0,2,2,1,21.5,2.2,6.2,5.7,0.65,0.76,0
0,0,4,5,2,38.4,2.4,6.3,5.4,0.61,0.75,0
1,0,4,7,2,45.5,2.1,6.2,6.1,0.72,0.8,0
1,0,2,2,1,22.7,2.2,6.3,5.7,0.67,0.79,0
1,0,3,2,1,27.6,2.2,6.3,5.7,0.67,0.79,0
1,0,4,6,2,43.3,2.2,6.2,5.8,0.68,0.8,0
1,0,3,1,1,27.5,2.4,6.3,5.3,0.59,0.73,0
0,0,2,4,1,22.9,2.3,6.3,5.5,0.63,0.76,0
0,1,8,12,2,97.0,2.4,6.3,5.4,0.6,0.75,1
1,0,2,6,1,28.6,2.1,6.3,6.1,0.72,0.81,0
1,1,6,8,2,67.7,2.4,6.3,5.3,0.57,0.71,0
0,0,3,2,1,28.5,2.3,6.3,5.5,0.62,0.75,0
0,0,2,4,1,23.2,2.3,6.3,5.5,0.63,0.76,0
1,1,5,9,2,58.0,2.3,6.2,5.6,0.62,0.72,0
1,0,3,5,1,24.1,2.2,6.2,5.7,0.67,0.78,0
1,0,2,3,1,24.9,2.3,6.3,5.6,0.65,0.78,0
0,0,3,7,2,39.2,2.4,6.3,5.2,0.57,0.72,0
0,0,3,3,1,32.5,2.2,6.3,5.7,0.66,0.77,0
1,0,3,3,1,24.7,2.2,6.3,5.7,0.66,0.78,0
0,1,5,10,2,56.6,2.3,6.3,5.5,0.63,0.76,0
1,0,2,1,1,25.2,2.3,6.2,5.6,0.64,0.76,0
1,1,4,5,2,49.9,2.4,6.3,5.4,0.6,0.75,0
1,1,7,10,2,82.4,2.2,6.3,5.7,0.66,0.77,1
1,0,2,1,1,22.5,2.4,6.3,5.3,0.6,0.75,0
1,0,4,7,2,37.6,2.2,6.3,5.7,0.67,0.78,0
0,1,8,11,2,99.7,2.3,6.3,5.5,0.62,0.75,1
1,0,4,5,2,47.3,2.1,6.2,6.0,0.71,0.8,0
0,0,3,4,2,34.8,2.4,6.3,5.3,0.59,0.75,0
1,0,2,3,1,22.7,2.3,6.3,5.5,0.62,0.73,0
1,0,2,2,1,21.6,2.2,6.2,6.0,0.69,0.76,0
1,0,4,2,2,36.7,2.2,6.2,5.7,0.67,0.79,0
0,0,2,2,1,24.0,2.3,6.3,5.6,0.64,0.75,0
1,0,4,5,2,44.8,2.3,6.3,5.8,0.65,0.72,0
1,1,5,7,2,48.3,2.2,6.3,5.6,0.65,0.79,0
1,0,2,1,1,23.6,2.2,6.3,5.8,0.67,0.79,0
1,0,2,1,1,21.7,2.2,6.2,6.0,0.69,0.77,0
1,0,3,4,1,29.8,2.2,6.3,5.7,0.65,0.75,0
0,0,4,5,2,38.4,2.3,6.3,5.4,0.61,0.75,0
0,0,2,4,1,24.6,2.2,6.3,5.8,0.66,0.75,0
1,0,3,2,1,26.3,2.4,6.3,5.3,0.59,0.73,0
0,0,2,1,1,25.0,2.3,6.3,5.5,0.63,0.76,0
1,1,4,6,2,50.1,2.2,6.3,5.9,0.67,0.74,0
1,0,2,1,1,23.0,2.2,6.3,5.7,0.65,0.76,0
1,1,5,11,2,65.6,2.2,6.2,5.9,0.69,0.79,0
1,0,4,7,2,45.5,2.2,6.3,5.7,0.66,0.77,0
1,0,3,6,1,25.8,2.3,6.3,5.6,0.64,0.77,0
1,0,2,3,1,22.4,2.3,6.3,5.6,0.64,0.74,0
1,0,2,1,1,22.7,2.3,6.3,5.7,0.64,0.74,0
1,0,2,4,1,23.3,2.3,6.3,5.6,0.63,0.76,0
1,0,3,2,2,36.0,2.4,6.3,5.4,0.61,0.73,0
1,0,2,3,1,24.8,2.1,6.3,6.2,0.72,0.79,0
1,1,4,5,2,47.7,2.3,6.2,5.5,0.62,0.76,0
1,1,6,9,2,70.7,2.3,6.3,5.6,0.65,0.76,1
0,0,2,3,1,23.3,2.4,6.3,5.4,0.6,0.73,0
0,0,3,0,1,28.4,2.3,6.2,5.6,0.64,0.77,0
1,0,2,0,1,22.7,2.3,6.3,5.5,0.62,0.75,0
1,1,5,9,2,59.2,2.3,6.3,5.5,0.62,0.75,0
1,1,6,9,2,64.4,2.2,6.3,5.8,0.66,0.75,0
1,0,2,1,1,23.9,2.3,6.3,5.8,0.66,0.75,0
1,0,2,2,1,23.7,2.2,6.3,5.8,0.68,0.8,0
1,0,2,3,1,24.6,2.3,6.3,5.7,0.64,0.74,0
1,0,3,6,1,32.4,2.2,6.3,5.7,0.66,0.78,0
1,0,4,7,2,41.3,2.3,6.3,5.6,0.64,0.77,0
0,1,6,9,2,67.6,2.3,6.2,5.8,0.64,0.71,0
1,0,2,2,1,25.4,2.3,6.3,5.5,0.63,0.77,0
1,0,2,3,1,25.5,2.2,6.3,5.7,0.66,0.77,0
1,0,2,2,1,23.5,2.3,6.3,5.6,0.62,0.73,0
1,0,3,1,2,37.7,2.3,6.3,5.5,0.62,0.76,0
1,1,5,6,2,55.6,2.4,6.3,5.3,0.58,0.72,0
1,0,2,2,1,21.5,2.3,6.3,5.7,0.65,0.77,0
0,0,3,4,1,29.2,2.4,6.3,5.2,0.58,0.75,0
1,0,2,3,1,26.1,2.2,6.3,5.8,0.67,0.77,0
1,1,5,6,2,53.2,2.4,6.3,5.4,0.6,0.74,0
1,0,3,4,2,37.9,2.2,6.3,5.7,0.66,0.76,0
0,0,4,5,2,42.5,2.3,6.3,5.4,0.61,0.75,0
1,1,7,8,2,87.1,2.3,6.3,5.7,0.64,0.73,1
1,0,4,1,2,38.3,2.4,6.3,5.4,0.57,0.67,0
0,0,3,2,1,22.4,2.3,6.3,5.6,0.63,0.75,0
1,0,2,1,1,21.8,2.2,6.3,5.7,0.67,0.78,0
1,0,2,1,1,23.9,2.2,6.3,5.8,0.67,0.77,0
1,0,2,3,1,26.0,2.2,6.3,5.8,0.67,0.78,0
0,0,3,2,1,27.5,2.4,6.3,5.3,0.59,0.73,0
1,0,3,6,1,36.8,2.3,6.2,5.6,0.63,0.74,0
1,0,3,4,1,33.0,2.3,6.3,5.7,0.64,0.74,0
1,0,2,2,1,20.0,2.3,6.3,5.6,0.65,0.77,0
1,1,5,6,2,59.8,2.1,6.3,6.0,0.71,0.8,0
1,0,2,2,1,28.1,2.4,6.3,5.3,0.58,0.72,0
0,0,2,3,1,19.9,2.4,6.3,5.3,0.59,0.73,0
1,0,2,4,1,24.0,2.3,6.3,5.4,0.61,0.76,0
1,1,5,4,2,50.7,2.2,6.3,5.9,0.69,0.77,0
1,0,2,1,1,27.3,2.2,6.3,5.8,0.68,0.79,0
1,0,4,7,2,44.2,2.3,6.3,5.5,0.61,0.74,0
1,0,4,2,2,37.8,2.1,6.3,6.0,0.7,0.79,0
0,0,2,2,1,28.2,2.4,6.3,5.4,0.59,0.72,0
1,0,3,2,1,32.9,2.3,6.3,5.7,0.64,0.74,0
1,0,4,5,1,36.1,2.3,6.3,5.6,0.65,0.78,0
1,0,2,2,1,25.7,2.3,6.3,5.4,0.62,0.77,0
1,1,4,9,2,55.1,2.2,6.2,5.7,0.67,0.78,0
1,0,3,3,1,22.5,2.3,6.3,5.5,0.61,0.75,0
0,1,5,4,2,59.1,2.4,6.3,5.4,0.6,0.74,0
1,0,2,1,1,24.5,2.3,6.3,5.6,0.62,0.72,0
1,0,3,2,2,33.6,2.4,6.3,5.4,0.6,0.73,0
1,0,3,3,2,46.9,2.2,6.3,5.7,0.67,0.79,0
0,0,2,5,1,26.6,2.2,6.3,5.7,0.66,0.78,0
1,1,7,9,2,82.4,2.3,6.2,5.6,0.64,0.77,1
1,0,2,2,1,27.0,2.3,6.2,5.6,0.64,0.76,0
1,0,3,3,1,24.8,2.4,6.2,5.4,0.61,0.73,0
0,0,3,2,1,27.6,2.3,6.3,5.5,0.6,0.72,0
1,0,4,6,2,39.1,2.2,6.3,5.7,0.66,0.76,0
1,0,2,4,1,22.3,2.1,6.3,6.0,0.71,0.81,0
1,0,3,3,1,26.6,2.2,6.3,5.8,0.68,0.79,0
1,0,3,1,1,26.1,2.4,6.3,5.5,0.6,0.7,0
0,0,4,2,2,40.5,2.4,6.3,5.4,0.59,0.73,0
1,0,3,4,1,25.5,2.3,6.3,5.7,0.65,0.75,0
1,0,3,8,2,39.0,2.3,6.3,5.6,0.64,0.77,0
1,0,3,4,2,40.1,2.3,6.3,5.7,0.65,0.76,0
1,1,7,10,2,78.8,2.4,6.3,5.3,0.58,0.72,1
1,0,2,4,1,22.5,2.2,6.3,5.8,0.68,0.79,0
1,0,3,6,2,36.8,2.2,6.2,5.7,0.66,0.77,0
1,1,4,7,2,46.3,2.3,6.2,5.6,0.64,0.74,0
1,0,2,6,1,27.5,2.3,6.2,5.5,0.61,0.74,0
1,0,4,5,2,47.1,2.2,6.3,5.8,0.69,0.81,0
0,0,2,1,1,25.2,2.4,6.3,5.4,0.58,0.71,0
1,0,2,1,1,26.1,2.3,6.3,5.5,0.62,0.75,0
1,0,4,4,2,38.6,2.3,6.3,5.6,0.64,0.77,0
1,0,2,1,1,24.8,2.3,6.2,5.6,0.64,0.76,0
0,0,4,2,2,42.2,2.3,6.3,5.5,0.61,0.73,0
1,0,2,2,1,21.9,2.3,6.3,5.4,0.62,0.77,0
1,1,5,10,2,53.5,2.2,6.3,5.7,0.67,0.79,0
1,0,4,2,2,38.6,2.4,6.3,5.3,0.57,0.71,0
1,0,3,4,1,25.2,2.3,6.3,5.6,0.64,0.77,0
1,0,4,7,2,47.7,2.4,6.3,5.4,0.6,0.75,0
1,0,3,6,1,31.7,2.4,6.3,5.3,0.6,0.75,0
1,0,2,3,1,25.6,2.2,6.3,5.8,0.67,0.78,0
0,0,2,2,1,26.5,2.3,6.2,5.7,0.64,0.74,0
0,0,3,3,1,31.5,2.4,6.3,5.4,0.6,0.73,0
1,1,7,12,2,88.8,2.2,6.3,5.8,0.66,0.75,1
1,0,3,3,1,30.8,2.1,6.3,6.0,0.72,0.82,0
0,0,3,1,1,23.1,2.4,6.3,5.4,0.6,0.74,0
1,0,2,2,1,23.3,2.3,6.2,5.5,0.63,0.77,0
1,0,3,3,1,24.9,2.2,6.3,5.9,0.68,0.77,0
1,0,2,4,1,21.7,2.2,6.3,5.6,0.65,0.78,0
1,1,6,7,2,58.3,2.3,6.3,5.5,0.62,0.75,0
1,0,2,1,1,26.7,2.3,6.3,5.7,0.65,0.76,0
1,0,2,3,1,23.9,2.2,6.2,5.9,0.7,0.8,0
